Country ,Year ,COAL_TJ,NG_TJ,HDR_TJ,NUC_TJ,REN_TJ,BW_TJ,OIL_TJ,TES_TJ,CO2_MT,Income_Group,Region_Group,GDP_cap,Population,Income_Level
Peru,2008,38723,135922,68543,0,305,148430,307400,699323,35.21,,Central South America,11153.51506,28719041,UM
Peru,2009,34738,171750,70167,0,305,153341,275434,705735,37.75,,Central South America,11206.37082,28896811,UM
Peru,2010,36446,230116,72151,0,242,153423,242895,735273,41.54,,Central South America,12061.16406,29086019,UM
Peru,2011,27939,270168,77713,0,266,150758,317316,844160,44.92,,Central South America,12728.86482,29304086,UM
Peru,2012,32795,285774,76874,0,506,154279,355370,905598,44.09,,Central South America,13397.78324,29550366,UM
Peru,2013,36096,268928,80312,0,1023,153616,331485,871460,45.18,,Central South America,14054.63836,29817919,UM
Peru,2014,33356,336094,79916,0,1976,154739,312693,918774,48.12,,Central South America,14247.101,30115826,UM
Peru,2015,32795,330272,85359,0,4043,148416,346798,947683,49.53,,Central South America,14545.38114,30457600,UM
Peru,2016,33704,347374,86968,0,6085,148616,364710,987457,52.2,,Central South America,14920.10368,30866494,UM
Peru,2017,29269,293903,104617,0,6278,140218,425072,999357,49.76,,Central South America,15072.2039,31324637,UM
Peru,2018,26218,303923,110600,0,9543,142359,454154,1046797,50.05,,Central South America,15388.99832,31897584,UM
Peru,2019,27904,318685,113208,0,10239,141867,472629,1084532,52.21,,Central South America,15466.29515,32449303,UM
Peru,2020,19550,267767,109783,0,10900,143039,365414,916453,42.44,,Central South America,13612.02194,32838579,UM
Peru,2021,26558,317890,114876,0,11114,157491,447933,1075862,52.71,,Central South America,15282.27364,33155882,UM
Peru,2022,28545,362436,107025,0,11566,149501,499479,1158552,56.82,,Central South America,15548.93162,33475438,UM
Colombia,2000,126284,228477,115466,0,21,143626,478559,1092433,54.88,,Central South America,10813.49423,39089934,LM
Colombia,2001,134540,242605,114472,0,21,137183,463024,1091845,55.39,,Central South America,10823.45049,39709262,LM
Colombia,2002,119467,242359,122284,0,21,144277,443336,1071744,53.24,,Central South America,10925.14856,40324680,LM
Colombia,2003,129716,231985,130226,0,21,154209,450896,1097053,52.54,,Central South America,11183.29118,40937429,LM
Colombia,2004,107253,244211,144277,0,212,134356,474636,1104945,52.56,,Central South America,11607.93849,41543171,LM
Colombia,2005,129166,256247,143290,0,201,136388,492003,1157295,53.65,,Central South America,11999.25496,42128977,LM
Colombia,2006,119079,256718,153871,0,251,151906,537444,1219269,52.07,,Central South America,12636.62466,42691084,LM
Colombia,2007,115776,253631,160001,0,205,151394,527636,1208643,53.65,,Central South America,13318.30331,43235374,LM
Colombia,2008,134709,272304,167050,0,219,156703,541706,1272691,53.98,,Central South America,13591.0609,43758808,UM
Colombia,2009,156470,314543,147780,0,234,158662,551298,1328987,57.29,,Central South America,13586.75184,44271541,UM
Colombia,2010,171692,344553,145443,0,169,175611,478989,1316457,57.9,,Central South America,14037.06427,44777319,UM
Colombia,2011,183594,316993,175960,0,176,169539,505156,1351418,62.48,,Central South America,14852.36995,45259614,UM
Colombia,2012,157143,331557,171295,0,226,177750,468481,1306452,62.39,,Central South America,15279.479,45715810,UM
Colombia,2013,243028,408707,180935,0,237,255767,619724,1708398,72.03,,Central South America,15912.24713,46151584,UM
Colombia,2014,246409,429615,172332,0,284,261128,618988,1728756,73.96,,Central South America,16480.36315,46565429,UM
Colombia,2015,258383,422645,174844,0,277,251175,639002,1746326,75.16,,Central South America,16821.38014,46969940,UM
Colombia,2016,261412,401483,176745,0,216,244889,723358,1808103,77.81,,Central South America,17003.24437,47437512,UM
Colombia,2017,204641,411044,221162,0,62,226260,667879,1731048,70.09,,Central South America,16986.03342,48131078,UM
Colombia,2018,194963,428971,215756,0,231,207348,627905,1675174,73.78,,Central South America,17104.13135,49024465,UM
Colombia,2019,262792,443190,196537,0,721,227006,722664,1852910,72.87,,Central South America,17336.7716,49907985,UM
Colombia,2020,224702,438212,179918,0,759,227599,642154,1713344,71.3,,Central South America,15861.49993,50629997,UM
Colombia,2021,218087,398110,224345,0,1422,221430,806423,1869817,77.5,,Central South America,17383.09017,51188173,UM
Colombia,2022,197660,394087,224093,0,2131,215080,647993,1681044,73.29,,Central South America,18451.94592,51737944,UM
Argentina,2000,23864,1274414,129387,67385,126,87909,972914,2555999,128.02,,Central South America,22281.38143,37213984,UM
Argentina,2001,20427,1224808,166579,77007,176,82571,814103,2385671,121.26,,Central South America,21066.45813,37624825,UM
Argentina,2002,22981,1206747,161305,63501,262,77967,809175,2341938,114.22,,Central South America,18571.70205,38029349,UM
Argentina,2003,22260,1338956,152135,82538,280,90316,851651,2538136,124.07,,Central South America,20005.13851,38424282,UM
Argentina,2004,39830,1483954,136875,85843,259,86710,983267,2816738,137.58,,Central South America,21591.4494,38815916,UM
Argentina,2005,40756,1492681,152658,74978,259,91870,944527,2797729,141.84,,Central South America,23262.40758,39216789,UM
Argentina,2006,41250,1515753,170496,83901,251,78890,1060470,2951011,150.35,,Central South America,24877.24939,39622115,UM
Argentina,2007,51463,1557365,140421,78730,223,79199,1157334,3064735,158.12,,Central South America,26850.66459,40016763,UM
Argentina,2008,54059,1606846,140039,79963,151,82257,1214728,3178043,162.64,,Central South America,27658.48534,40424148,UM
Argentina,2009,38628,1547599,155782,89040,133,82789,1010636,2924607,152.06,,Central South America,25747.19768,40854831,UM
Argentina,2010,50496,1557402,150584,78229,89,102290,1186596,3125686,162.43,,Central South America,28056.25702,41288694,UM
Argentina,2011,63638,1625184,141562,69501,219,116197,1207830,3224131,171.18,,Central South America,29425.75939,41730660,UM
Argentina,2012,51082,1742040,131155,69763,2988,119872,1205407,3322307,172.63,,Central South America,28825.96669,42161721,UM
Argentina,2013,51284,1754476,148233,67712,3679,126924,1256979,3409287,177.38,,Central South America,29227.66018,42582455,UM
Argentina,2014,60987,1759774,147405,60152,2286,131541,1245805,3407950,173.87,,Central South America,28200.81526,43024071,H
Argentina,2015,59386,1795988,145699,76789,2188,136855,1245353,3462258,179.75,,Central South America,28669.20613,43477012,UM
Argentina,2016,45813,1817047,134143,90381,2023,141517,1208409,3439333,178.07,,Central South America,27802.10572,43900313,UM
Argentina,2017,48213,1855742,143358,66693,2261,161054,1161485,3438806,173.94,,Central South America,28334.90418,44288894,H
Argentina,2018,52391,1822351,145534,75289,5476,153607,1088896,3343544,171.2,,Central South America,27367.11509,44654882,UM
Argentina,2019,30520,1789514,124161,92488,20868,165183,1085573,3308307,162.24,,Central South America,26629.55294,44973465,UM
Argentina,2020,35637,1676378,107060,116803,38724,138991,942535,3056128,147.03,,Central South America,23877.09314,45191965,UM
Argentina,2021,50880,1680383,88916,118658,54514,145306,1156492,3295149,162.02,,Central South America,26300.27426,45312281,UM
Argentina,2022,52272,1674420,103210,87144,61589,150056,1264102,3392793,174.32,,Central South America,27627.96348,45407904,UM
Morocco,2000,110898,1591,2584,0,230,50954,286705,452962,29.55,,Africa,5100.115723,28423435,LM
Morocco,2001,140947,1574,3135,0,741,51482,285632,483511,32.19,,Africa,5417.578613,28814643,LM
Morocco,2002,144465,1523,3059,0,698,51971,290440,492156,33.34,,Africa,5544.071777,29198142,LM
Morocco,2003,135125,1469,5241,0,730,52545,294698,489808,33.07,,Africa,5810.053223,29571415,LM
Morocco,2004,128558,2135,5788,0,716,95857,343176,576230,37.52,,Africa,5996.390137,29953018,LM
Morocco,2005,131538,15677,3524,0,741,90110,371672,613262,39.36,,Africa,6103.422363,30358144,LM
Morocco,2006,136102,19797,3592,0,658,83814,375615,619578,40.26,,Africa,6488.673828,30771178,LM
Morocco,2007,131450,22934,3293,0,1004,78314,397321,634316,41.08,,Africa,6620.590332,31186468,LM
Morocco,2008,123298,19843,3344,0,1072,72402,436853,656812,43.55,,Africa,6901.950684,31606767,LM
Morocco,2009,113295,21799,9244,0,1407,65576,449081,660402,43.17,,Africa,7063.727051,32030778,LM
Morocco,2010,116887,23855,12484,0,2372,63188,482168,700954,46.39,,Africa,7210.636719,32467016,LM
Morocco,2011,126642,30195,7221,0,2491,61349,526296,754194,50.73,,Africa,7503.792969,32912588,LM
Morocco,2012,126614,44685,5871,0,2620,59372,524974,764136,52.24,,Africa,7628.644043,33355241,LM
Morocco,2013,123851,43326,10026,0,4881,57910,524718,764712,51.52,,Africa,7839.032227,33787571,LM
Morocco,2014,169031,42136,5893,0,6926,57213,492817,774016,53.52,,Africa,7951.79834,34204780,LM
Morocco,2015,186080,42525,6785,0,9119,57288,496930,798727,55.16,,Africa,8198.808594,34607588,LM
Morocco,2016,179338,43230,4518,0,15170,56560,500949,799765,55.07,,Africa,8141.94043,35023457,LM
Morocco,2017,186412,42920,4264,0,15446,55947,530953,835942,57.96,,Africa,8450.008789,35446392,LM
Morocco,2018,215613,38696,6096,0,23131,54523,515870,853929,59.4,,Africa,8611.75,35839760,LM
Morocco,2019,279053,36634,4546,0,31366,53871,529500,934970,65.99,,Africa,8768.175781,36210898,LM
Morocco,2020,280078,28499,3123,0,30263,53134,485868,880965,62.23,,Africa,8054.562988,36584208,LM
Morocco,2021,293748,28467,2945,0,37370,53151,538555,954236,67.41,,Africa,8623.265625,36954442,LM
Morocco,2022,297552,8017,1260,0,33946,52850,543759,937384,67.17,,Africa,8666.079102,37329064,LM
Philippines,2000,193649,366,28076,0,418535,318501,665753,1624880,66.1,,Asia Pacific,4740.438909,79625397,LM
Philippines,2001,188876,4828,25574,0,375912,311252,640955,1547397,65.92,,Asia Pacific,4778.400844,81401488,LM
Philippines,2002,176988,60661,25318,0,368711,304130,633724,1569532,65.05,,Asia Pacific,4856.499484,83068889,LM
Philippines,2003,180192,92454,28332,0,353591,297057,618407,1570033,67.01,,Asia Pacific,5003.383177,84731835,LM
Philippines,2004,189760,85384,30934,0,370151,289964,589456,1555649,68.39,,Asia Pacific,5229.450807,86394504,LM
Philippines,2005,222605,113089,30193,0,356540,300543,578074,1601044,69.23,,Asia Pacific,5386.816537,88015962,LM
Philippines,2006,210960,105912,35780,0,376934,311081,545885,1586552,63.57,,Asia Pacific,5578.572251,89508986,LM
Philippines,2007,225720,126980,30826,0,367952,323782,547703,1622963,67.05,,Asia Pacific,5840.068102,91075184,LM
Philippines,2008,266114,133622,35434,0,386251,336092,546617,1704130,69,,Asia Pacific,5987.037579,92699095,LM
Philippines,2009,253994,134549,35236,0,371897,349764,517096,1662536,69.67,,Asia Pacific,5965.307309,94384250,LM
Philippines,2010,294345,127723,28090,0,357670,363053,569388,1740269,75.19,,Asia Pacific,6273.039278,96337125,LM
Philippines,2011,323492,137900,34912,0,358232,375011,532374,1761921,75.69,,Asia Pacific,6388.31297,98248614,LM
Philippines,2012,338475,132198,36907,0,369273,388438,569507,1834798,78.09,,Asia Pacific,6697.55621,100175512,LM
Philippines,2013,418801,121766,36068,0,346021,403686,568072,1894414,86.91,,Asia Pacific,7016.538465,102076336,LM
Philippines,2014,445561,128060,32893,0,371696,413981,630728,2022919,92.5,,Asia Pacific,7340.361586,103767130,LM
Philippines,2015,486310,120388,31194,0,400777,421663,740190,2200522,100.73,,Asia Pacific,7691.763087,105312992,LM
Philippines,2016,547897,137931,29199,0,405979,430659,776497,2328162,110.78,,Asia Pacific,8131.825379,106735719,LM
Philippines,2017,647904,136063,34598,0,377983,442375,825780,2464703,122.39,,Asia Pacific,8584.136227,108119693,LM
Philippines,2018,684518,151904,33781,0,384318,449803,836990,2541314,127.4,,Asia Pacific,9016.286596,109465287,LM
Philippines,2019,731922,152954,28891,0,393104,455585,797743,2560199,134.28,,Asia Pacific,9452.293971,110804683,LM
Philippines,2020,734625,138710,25891,0,395881,447582,688819,2431508,124.24,,Asia Pacific,8455.184571,112081264,LM
Philippines,2021,791869,118960,33067,0,370454,461179,738861,2514390,132.18,,Asia Pacific,8857.789951,113100950,LM
Philippines,2022,798647,110201,36304,0,385550,466317,831068,2628087,137.53,,Asia Pacific,9457.103954,113964338,LM
Algeria,2000,21798,705024,194,0,0,2242,401498,1130756,61.51,,Africa,11558.22047,30903893,LM
Algeria,2001,22390,714426,248,0,0,2242,393359,1132665,63.02,,Africa,11742.59468,31331221,LM
Algeria,2002,33304,746998,205,0,0,3019,428171,1211697,68.15,,Africa,12213.12635,31750835,LM
Algeria,2003,30850,819760,954,0,0,2462,433592,1287618,71.98,,Africa,12835.18144,32175818,LM
Algeria,2004,36744,797597,903,0,0,2462,465892,1303598,73.38,,Africa,13226.76505,32628286,LM
Algeria,2005,32345,859283,1998,0,0,2988,460642,1357256,77.47,,Africa,13738.49564,33109249,LM
Algeria,2006,30033,902046,784,0,0,2699,517838,1453400,80.76,,Africa,13920.69406,33623506,LM
Algeria,2007,33727,934429,813,0,0,2988,570630,1542587,84.88,,Africa,14114.67452,34189416,LM
Algeria,2008,33699,943134,1018,0,0,1949,581193,1560993,88.13,,Africa,14206.77671,34816961,UM
Algeria,2009,18217,1004286,1101,0,0,2246,681233,1707083,94.44,,Africa,14104.42817,35490445,UM
Algeria,2010,14353,976373,626,0,0,2169,750843,1744364,95.64,,Africa,14496.42113,36188236,UM
Algeria,2011,12379,1037725,1807,0,0,673,762252,1814836,102.89,,Africa,14641.96409,36903376,UM
Algeria,2012,12238,1173010,2239,0,0,652,796177,1984316,112.49,,Africa,14697.53961,37646166,UM
Algeria,2013,8572,1192055,1188,0,0,918,846145,2048878,115.85,,Africa,14778.19143,38414171,UM
Algeria,2014,6401,1348271,914,0,0,250,873999,2229835,123.2,,Africa,15073.76294,39205031,UM
Algeria,2015,5921,1444886,522,0,277,250,918296,2370152,130.14,,Africa,15239.51715,40019529,UM
Algeria,2016,0,1450914,784,0,417,250,893751,2346116,127.58,,Africa,15511.68588,40850721,UM
Algeria,2017,9397,1500540,201,0,2084,418,897915,2410555,130.25,,Africa,15427.66419,41689299,UM
Algeria,2018,15745,1626584,421,0,2397,921,920980,2567048,137,,Africa,15343.42612,42505035,UM
Algeria,2019,13011,1678998,547,0,2466,418,957910,2653350,142.07,,Africa,15199.199,43294546,LM
Algeria,2020,5894,1621589,178,0,2422,424,899617,2530124,134.32,,Africa,14194.15575,44042091,LM
Algeria,2021,12016,1773123,41,0,2344,102,936605,2724231,143.98,,Africa,14496.86547,44761099,LM
Algeria,2022,8389,1854764,59,0,2392,741,999643,2865988,151.01,,Africa,14782.2003,45477389,LM
Malaysia,2000,96628,1035353,25077,0,0,52321,812310,2021689,115.06,,Asia Pacific,18532.90967,22967816,UM
Malaysia,2001,121861,988316,25405,0,3,50595,917586,2103766,120.45,,Asia Pacific,18186.44113,23526538,UM
Malaysia,2002,173039,997272,19094,0,3,49204,935602,2174214,126.5,,Asia Pacific,18708.86949,24102477,UM
Malaysia,2003,163695,1082104,18198,0,3,46901,1019022,2329923,132.79,,Asia Pacific,19329.00628,24679602,UM
Malaysia,2004,220152,1168952,20988,0,3,46955,1052258,2509308,146.57,,Asia Pacific,20168.50621,25256772,UM
Malaysia,2005,288380,1334340,18687,0,3,44970,1042297,2728677,157.13,,Asia Pacific,20767.58572,25836071,UM
Malaysia,2006,294952,1413762,23191,0,3,43507,967267,2742682,163.15,,Asia Pacific,21444.48577,26417909,UM
Malaysia,2007,374953,1451324,23364,0,3,41849,1038386,2929879,179.41,,Asia Pacific,22305.11826,26998389,UM
Malaysia,2008,397546,1584335,26859,0,0,41886,1043259,3093885,191.52,,Asia Pacific,22898.00276,27570059,UM
Malaysia,2009,441571,1349861,25052,0,0,38357,1070202,2925043,170.9,,Asia Pacific,22106.64173,28124778,UM
Malaysia,2010,611311,1306072,23299,0,0,34223,1060540,3035445,190.92,,Asia Pacific,23307.96985,28655776,UM
Malaysia,2011,652380,1325457,27442,0,0,32804,1124391,3162474,191.99,,Asia Pacific,24115.81812,29162039,UM
Malaysia,2012,661328,1357025,32601,0,169,28996,1132937,3213056,193.3,,Asia Pacific,25006.35878,29662831,UM
Malaysia,2013,640608,1596995,38109,0,507,33294,1315291,3624804,209.13,,Asia Pacific,25736.35256,30174265,UM
Malaysia,2014,639236,1606182,48196,0,817,27429,1379335,3701195,220.41,,Asia Pacific,26818.43173,30696137,UM
Malaysia,2015,733407,1571661,50126,0,982,27946,1155566,3539688,220.41,,Asia Pacific,27699.62789,31232798,UM
Malaysia,2016,788147,1497326,72068,0,1116,28883,1287214,3674754,216.53,,Asia Pacific,28425.37076,31789685,UM
Malaysia,2017,868365,1348549,95668,0,1188,24929,1211517,3550216,210.9,,Asia Pacific,29551.54576,32355644,UM
Malaysia,2018,947442,1623823,94768,0,2064,36583,1213209,3917889,228.14,,Asia Pacific,30459.96553,32910967,UM
Malaysia,2019,885250,1642260,94199,0,5055,42974,1366109,4035847,231.6,,Asia Pacific,31300.50866,33440596,UM
Malaysia,2020,1039167,1532130,98260,0,7357,51444,1140299,3868657,225.62,,Asia Pacific,29200.45263,33889558,UM
Malaysia,2021,955106,1785586,111963,0,7297,51541,1101505,4012998,225.32,,Asia Pacific,29822.84918,34282399,UM
Malaysia,2022,985514,1961272,111963,0,7893,51510,1051662,4169814,241.14,,Asia Pacific,32079.15152,34695493,UM
Ghana,2000,0,0,23792,0,0,162816,76533,263141,4.88,,Africa,3327.351993,19637087,L
Ghana,2001,0,0,23792,0,0,155028,85026,263846,5.37,,Africa,3369.507025,20167069,L
Ghana,2002,0,0,18129,0,0,148131,95436,261696,6.59,,Africa,3425.618209,20729388,L
Ghana,2003,0,0,13989,0,0,142113,93436,249538,6.3,,Africa,3507.751057,21296705,L
Ghana,2004,0,0,19011,0,0,137048,90557,246616,5.79,,Africa,3607.365223,21868298,L
Ghana,2005,0,0,20264,0,0,132871,92388,245523,6.22,,Africa,3721.307857,22449438,L
Ghana,2006,0,0,20228,0,0,129781,115794,265803,7.64,,Africa,3857.861548,23040702,L
Ghana,2007,0,0,13417,0,0,128327,118967,260711,8.27,,Africa,3923.125678,23642279,L
Ghana,2008,0,0,22301,0,0,128446,129582,280329,7.78,,Africa,4174.781241,24249946,L
Ghana,2009,0,188,24757,0,0,130785,131504,287234,9.12,,Africa,4269.160059,24862664,L
Ghana,2010,0,14828,25185,0,0,134252,144898,319163,10.22,,Africa,4495.689166,25474995,LM
Ghana,2011,0,28984,27219,0,0,141110,136456,333769,10.59,,Africa,5005.367325,26095088,LM
Ghana,2012,0,14668,29055,0,0,142658,184175,370556,12.62,,Africa,5339.713219,26734268,LM
Ghana,2013,0,10989,29638,0,10,148776,183518,372931,13.54,,Africa,5593.774819,27386193,LM
Ghana,2014,0,23340,30193,0,14,151908,173524,378979,12.95,,Africa,5619.072335,28041592,LM
Ghana,2015,0,44644,21041,0,10,151478,179784,396957,13.84,,Africa,5607.366357,28696068,LM
Ghana,2016,0,26089,20019,0,97,150732,204077,401014,14.04,,Africa,5666.077953,29356742,LM
Ghana,2017,0,45846,20215,0,100,174831,163377,404369,14.87,,Africa,5993.630852,30008354,LM
Ghana,2018,0,63443,21662,0,118,173870,192629,451722,16.39,,Africa,6234.512082,30637585,LM
Ghana,2019,0,79753,26105,0,185,172274,189995,468312,17.37,,Africa,6508.246523,31258945,LM
Ghana,2020,0,113573,26255,0,203,168669,187957,496657,19.33,,Africa,6412.685418,31887809,LM
Ghana,2021,0,120158,27074,0,440,149123,202074,498869,20.32,,Africa,6607.502974,32518665,LM
Ghana,2022,0,130834,29490,0,581,167202,178233,506340,19.88,,Africa,6729.274404,33149152,LM
Thailand,2000,321266,727172,21693,0,72,611680,1349879,3031762,153.37,,Asia Pacific,11622.11167,63007815,LM
Thailand,2001,369593,849264,22690,0,72,553624,1324532,3119775,161.03,,Asia Pacific,11900.89493,63651141,LM
Thailand,2002,384989,917388,26895,0,72,586399,1535750,3451493,170.57,,Asia Pacific,12511.73813,64266437,LM
Thailand,2003,404378,974103,26276,0,72,636297,1697031,3738157,177.83,,Asia Pacific,13286.83233,64868166,LM
Thailand,2004,448387,1020857,21743,0,72,690851,1855438,4037348,194.74,,Asia Pacific,13996.50358,65452047,LM
Thailand,2005,481616,1085644,20872,0,72,719457,1848100,4155761,201.41,,Asia Pacific,14457.74097,66017420,LM
Thailand,2006,523285,1117528,29249,0,75,734301,1830299,4234737,203.08,,Asia Pacific,15050.52538,66567687,LM
Thailand,2007,589421,1185730,29289,0,75,788443,1804672,4397630,209.52,,Asia Pacific,15742.09539,67102394,LM
Thailand,2008,644994,1296552,25711,0,46,848086,1699623,4515012,214.09,,Asia Pacific,15891.21714,67619830,LM
Thailand,2009,625143,1211467,25819,0,72,867012,1770094,4499607,205.69,,Asia Pacific,15665.34595,68121080,LM
Thailand,2010,685047,1380197,20019,0,218,946761,1881986,4914228,221.89,,Asia Pacific,16729.77476,68579447,UM
Thailand,2011,684780,1289718,29502,0,479,913866,1974683,4893028,220.08,,Asia Pacific,16765.7514,69007208,UM
Thailand,2012,690108,1473625,31514,0,2465,984180,2073555,5255447,236.56,,Asia Pacific,17869.00212,69436098,UM
Thailand,2013,721812,1584777,20196,0,5209,1032350,2279576,5643920,244.98,,Asia Pacific,18241.77687,69845114,UM
Thailand,2014,664348,1584205,19162,0,6334,1077887,2274118,5626054,241.1,,Asia Pacific,18323.96274,70216367,UM
Thailand,2015,706026,1612892,13960,0,10020,1058242,2263091,5664231,247.92,,Asia Pacific,18811.32845,70540795,UM
Thailand,2016,645745,1600337,13143,0,13716,1181989,2367901,5822831,244.04,,Asia Pacific,19369.91986,70859841,UM
Thailand,2017,687318,1585131,17398,0,20790,1101151,2390270,5802058,246.38,,Asia Pacific,20093.9632,71160187,UM
Thailand,2018,664485,1583100,28018,0,22714,1076093,2322521,5696931,241.68,,Asia Pacific,20879.16018,71376079,UM
Thailand,2019,686351,1612216,23205,0,32207,1143428,2339420,5836827,251.77,,Asia Pacific,21277.08251,71522271,UM
Thailand,2020,715885,1482875,16851,0,30186,962863,2310976,5519636,241.27,,Asia Pacific,19956.54735,71641484,UM
Thailand,2021,660103,1487965,16855,0,31353,882462,2315494,5394232,234.07,,Asia Pacific,20245.24241,71727332,UM
Thailand,2022,732796,1398641,24444,0,29687,960886,2311542,5457996,250.04,,Asia Pacific,20741.52353,71735329,UM
Ecuador,2000,0,0,27399,0,94,28977,282882,339352,18.31,,Central South America,9171.751082,12689206,LM
Ecuador,2001,0,0,25455,0,95,27788,307971,361309,20.32,,Central South America,9393.543068,12910740,LM
Ecuador,2002,0,4526,27089,0,97,26731,331530,389973,20.47,,Central South America,9685.621569,13138472,LM
Ecuador,2003,0,7898,25848,0,99,26004,367582,427431,20.83,,Central South America,9790.750945,13372306,LM
Ecuador,2004,0,10026,26683,0,100,27566,377444,441819,22.58,,Central South America,10277.99995,13608701,LM
Ecuador,2005,0,11645,24775,0,101,31116,411952,479589,24.44,,Central South America,10647.0864,13846163,LM
Ecuador,2006,0,13922,25667,0,101,25069,407900,472659,26.36,,Central South America,10920.03522,14086131,LM
Ecuador,2007,0,16272,32533,0,105,29490,443847,522247,26.79,,Central South America,10939.34437,14328773,LM
Ecuador,2008,0,14238,40654,0,112,24181,384650,463835,27.25,,Central South America,11460.40539,14575202,LM
Ecuador,2009,0,17108,33209,0,112,20086,440945,511460,29.88,,Central South America,11389.49486,14825954,LM
Ecuador,2010,0,17747,31089,0,112,20038,475476,544462,32.43,,Central South America,11651.3423,15076695,UM
Ecuador,2011,0,15724,39772,0,112,20954,490781,567343,32.61,,Central South America,12433.75898,15326227,UM
Ecuador,2012,0,21681,44056,0,109,20830,481125,567801,34.02,,Central South America,12945.07718,15572194,UM
Ecuador,2013,0,24544,39740,0,321,20140,516329,601074,36.47,,Central South America,13672.30646,15807128,UM
Ecuador,2014,0,25438,41245,0,448,22944,567183,657258,38.28,,Central South America,14047.49138,16035124,UM
Ecuador,2015,0,23517,47145,0,588,22620,542347,636217,38.15,,Central South America,13864.48771,16266225,UM
Ecuador,2016,0,25280,56998,0,545,23089,507221,613133,36.59,,Central South America,13569.7968,16505139,UM
Ecuador,2017,0,21362,72317,0,502,24469,512123,630773,35.64,,Central South America,14161.70518,16759519,UM
Ecuador,2018,0,19689,74440,0,529,22714,503900,621272,37.17,,Central South America,14066.17626,17049547,UM
Ecuador,2019,0,17439,88791,0,546,23535,532518,662829,36.85,,Central South America,13853.42078,17340021,UM
Ecuador,2020,0,14683,87599,0,516,23014,455096,580908,31.42,,Central South America,12425.01755,17546065,UM
Ecuador,2021,0,15362,92068,0,459,21085,527637,656611,35.36,,Central South America,13539.71085,17682454,UM
Ecuador,2022,0,13797,88686,0,460,18076,553157,674176,38.35,,Central South America,14263.20398,17823897,UM
Angola,2000,0,19494,3283,0,0,211144,56434,290355,4.63,,Africa,6002.98914,16194869,L
Angola,2001,0,18126,3661,0,0,213007,65728,300522,5.03,,Africa,6049.163212,16747208,L
Angola,2002,0,20520,4114,0,0,214865,72036,311535,5.5,,Africa,6645.477766,17327699,L
Angola,2003,0,22229,4467,0,0,216790,91678,335164,7.07,,Africa,6609.214889,17943712,L
Angola,2004,0,25649,6314,0,0,218801,86873,337637,7.73,,Africa,7074.025947,18600423,LM
Angola,2005,0,22229,7999,0,0,220838,65995,317061,5.98,,Africa,7845.890153,19291161,LM
Angola,2006,0,23255,9158,0,0,224940,97044,354397,8.03,,Africa,8435.455047,20015279,LM
Angola,2007,0,28386,8956,0,0,229177,122168,388687,9.68,,Africa,9263.980703,20778561,LM
Angola,2008,0,23255,11329,0,0,233502,158401,426487,11.68,,Africa,9916.909351,21578655,LM
Angola,2009,0,23597,11768,0,0,237921,200565,473851,13.87,,Africa,9629.091948,22414773,LM
Angola,2010,0,25308,13330,0,0,242460,194150,475248,14.29,,Africa,9672.839224,23294825,LM
Angola,2011,0,25649,14425,0,0,247083,205871,493028,15.16,,Africa,9627.020598,24218352,UM
Angola,2012,0,25992,19688,0,0,251736,262580,559996,17.19,,Africa,10051.33991,25177394,UM
Angola,2013,0,14021,16991,0,0,256367,273540,560919,20.22,,Africa,10150.9161,26165620,UM
Angola,2014,0,10260,17967,0,0,260886,219382,508495,21.59,,Africa,10250.5924,27160769,UM
Angola,2015,0,26334,19004,0,0,265307,299469,610114,22.24,,Africa,9980.929882,28157798,UM
Angola,2016,0,27360,22903,0,0,269706,245661,565630,20.29,,Africa,9381.809726,29183070,LM
Angola,2017,0,28728,27551,0,0,274077,247757,578113,18.78,,Africa,9042.117129,30234839,LM
Angola,2018,0,39671,37347,0,0,278292,175615,530925,18.58,,Africa,8620.214664,31297155,LM
Angola,2019,0,44460,38699,0,0,282368,199712,565239,20.59,,Africa,8274.542562,32375632,LM
Angola,2020,0,42065,44640,0,0,286160,184032,556897,15.1,,Africa,7556.967928,33451132,LM
Angola,2021,0,40697,39964,0,68,289711,234422,604862,20.25,,Africa,7408.126591,34532429,LM
Angola,2022,0,45828,39964,0,1393,293120,250979,631284,21.58,,Africa,7397.486427,35635029,LM
Bangladesh,2000,3620,309020,2761,0,0,319391,131003,765795,20,,Asia Pacific,2712.935122,134544304,L
Bangladesh,2001,13120,346036,3574,0,0,325245,161197,849172,24.72,,Asia Pacific,2803.55472,136805810,L
Bangladesh,2002,4415,364046,2761,0,0,330821,158734,860777,26.43,,Asia Pacific,2866.434543,138933658,L
Bangladesh,2003,14627,391596,2761,0,3,336328,158557,903872,27.82,,Asia Pacific,2958.915031,140970351,L
Bangladesh,2004,14648,422680,2761,0,7,340922,141825,922843,29.65,,Asia Pacific,3071.837788,142902856,L
Bangladesh,2005,17682,452582,2761,0,10,345408,149931,968374,31.88,,Asia Pacific,3231.613707,144715786,L
Bangladesh,2006,19984,516955,2761,0,21,348649,143413,1031783,35.14,,Asia Pacific,3407.42735,146405973,L
Bangladesh,2007,24399,551798,2761,0,39,351842,147337,1078176,37.48,,Asia Pacific,3608.915438,147989278,L
Bangladesh,2008,27266,589721,3625,0,61,354277,154004,1128954,40.77,,Asia Pacific,3787.938276,149474264,L
