Country ,Year ,COAL_TJ,NG_TJ,HDR_TJ,NUC_TJ,REN_TJ,BW_TJ,OIL_TJ,TES_TJ,CO2_MT,Income_Group,Region_Group,GDP_cap,Population,Income_Level
Latvia,2013,3048,50437,10483,0,445,58765,53667,176845,6.91,OECD,EU,28375.27709,2012647,H
Latvia,2014,2494,45286,7177,0,503,62602,55325,173387,6.72,OECD,EU,29243.83684,1993782,H
Latvia,2015,1946,45987,6697,0,530,59431,57345,171936,6.85,OECD,EU,30599.7128,1977527,H
Latvia,2016,1717,46611,9106,0,461,59951,56663,174509,6.8,OECD,EU,31668.61775,1959537,H
Latvia,2017,1718,41572,15770,0,541,65759,59071,184431,6.68,OECD,EU,33036.49916,1942248,H
Latvia,2018,2011,48945,8753,0,443,70631,59873,190656,7.23,OECD,EU,34729.81869,1927174,H
Latvia,2019,1686,46194,7587,0,568,69782,57913,183730,7.01,OECD,EU,35208.3083,1913822,H
Latvia,2020,997,38110,9370,0,694,67837,56266,173274,6.38,OECD,EU,34226.00865,1900449,H
Latvia,2021,776,40372,9748,0,569,71295,58273,181033,6.59,OECD,EU,36913.75211,1884490,H
Latvia,2022,531,28969,9899,0,872,71142,57620,169033,5.98,OECD,EU,37685.00822,1879383,H
Turkey,2000,956056,529116,111164,0,40487,272178,1272932,3181933,201.22,OECD,Middle East,14737.44174,65425961,UM
Turkey,2001,789821,559851,86436,0,44955,261984,1183573,2926620,182.68,OECD,Middle East,13718.27791,66245128,LM
Turkey,2002,820271,616942,121258,0,48480,251442,1238609,3097002,192.6,OECD,Middle East,14427.76086,67048795,LM
Turkey,2003,923904,741931,127188,0,51405,241558,1206328,3292314,203.14,OECD,Middle East,15083.13528,67831730,LM
Turkey,2004,930636,783325,165902,0,53559,232433,1216039,3381894,207.39,OECD,Middle East,16376.96474,68592617,UM
Turkey,2005,937372,954246,142419,0,59805,223363,1203485,3520690,215.88,OECD,Middle East,17659.89832,69329557,UM
Turkey,2006,1107920,1087426,159278,0,59651,216328,1271981,3902584,240.24,OECD,Middle East,18693.90104,70045349,UM
Turkey,2007,1242552,1273780,129063,0,64506,210464,1285469,4205834,266.19,OECD,Middle East,19605.1679,70158112,UM
Turkey,2008,1229267,1264096,119772,0,69895,201431,1237352,4121813,262.35,OECD,Middle East,19516.38518,71051678,UM
Turkey,2009,1270602,1210672,129448,0,92637,194513,1219073,4116945,261.27,OECD,Middle East,18320.44892,72039206,UM
Turkey,2010,1306773,1314445,186465,0,112781,189574,1319048,4429086,267.83,OECD,Middle East,19564.7889,73142150,UM
Turkey,2011,1367528,1540262,188416,0,131415,152071,1327768,4707460,287.19,OECD,Middle East,21439.06906,74223629,UM
Turkey,2012,1448801,1560080,208314,0,148783,153913,1402832,4922723,298.43,OECD,Middle East,22181.12078,75175827,UM
Turkey,2013,1268027,1572385,213911,0,175559,163356,1401059,4794297,285.18,OECD,Middle East,23756.27304,76147624,UM
Turkey,2014,1400336,1683283,146321,0,217414,146890,1373251,4967495,307.17,OECD,Middle East,24595.69906,77181884,UM
Turkey,2015,1444647,1648897,241725,0,288590,134966,1620128,5378953,318.97,OECD,Middle East,25746.43245,78218479,UM
Turkey,2016,1605419,1601945,242031,0,363456,130637,1763071,5706559,338.87,OECD,Middle East,26246.49471,79277962,UM
Turkey,2017,1678426,1851924,209586,0,425796,126949,1856197,6148878,378.63,OECD,Middle East,27851.982,80312698,UM
Turkey,2018,1709595,1717323,215778,0,505240,135557,1756140,6039633,374.7,OECD,Middle East,28305.46125,81407204,UM
Turkey,2019,1754373,1550987,319761,0,571769,143800,1795555,6136245,366.42,OECD,Middle East,28132.05357,82579440,UM
Turkey,2020,1673880,1662755,281139,0,633139,158349,1744318,6153580,366.19,OECD,Middle East,28378.55208,83384680,UM
Turkey,2021,1721196,2056454,201336,0,695869,188505,1818227,6681587,400.79,OECD,Middle East,31338.26652,84147318,UM
Turkey,2022,1748627,1759524,240488,0,730918,213119,1849653,6542329,389.98,OECD,Middle East,32748.3189,84979913,UM
Denmark ,2000,166889,186269,107,0,15664,73141,335853,777923,50.79,OECD,EU,57431.97086,5339616,H
Denmark ,2001,176073,193889,100,0,15921,80224,340351,806558,52.38,OECD,EU,57770.22206,5358783,H
Denmark ,2002,175324,193737,115,0,18006,84768,331280,803230,52.09,OECD,EU,57848.84529,5375931,H
Denmark ,2003,237219,195133,75,0,20489,96903,322476,872295,57.48,OECD,EU,57946.17712,5390574,H
Denmark ,2004,182636,194006,97,0,24180,104167,319311,824397,51.82,OECD,EU,59401.25632,5404523,H
Denmark ,2005,155490,184194,82,0,24408,111416,309978,785568,48.47,OECD,EU,60635.62325,5419432,H
Denmark ,2006,229313,189936,82,0,22719,115458,316355,873863,56.4,OECD,EU,62743.23255,5437272,H
Denmark ,2007,194756,170052,100,0,26588,125409,315599,832504,51.64,OECD,EU,63082.24772,5461438,H
Denmark ,2008,167718,170649,93,0,25720,127042,309023,800245,48.68,OECD,EU,62451.07236,5493621,H
Denmark ,2009,167617,163177,68,0,25042,129150,290385,775439,46.95,OECD,EU,59027.76511,5523095,H
Denmark ,2010,159472,185139,75,0,28981,150373,292357,816397,47.27,OECD,EU,59696.35452,5547683,H
Denmark ,2011,135420,155267,61,0,36141,147952,270904,745745,42.05,OECD,EU,60230.35419,5570572,H
Denmark ,2012,103320,145885,61,0,38513,151692,260780,700251,37.15,OECD,EU,60000.8903,5591572,H
Denmark ,2013,132869,138833,46,0,43161,152881,251123,718913,38.88,OECD,EU,60583.40652,5614932,H
Denmark ,2014,106079,117398,54,0,50694,154277,241806,670308,34.69,OECD,EU,61047.33372,5643475,H
Denmark ,2015,76101,119492,64,0,54732,162368,243483,656240,32.54,OECD,EU,61893.24607,5683483,H
Denmark ,2016,83055,120542,69,0,50897,174080,246328,674971,33.96,OECD,EU,63299.33777,5728010,H
Denmark ,2017,65307,115088,64,0,58395,190579,253108,682541,31.76,OECD,EU,64815.73079,5764980,H
Denmark ,2018,66692,111974,53,0,56349,189587,252612,677267,31.76,OECD,EU,65694.75914,5793636,H
Denmark ,2019,39884,105894,61,0,64633,192324,247152,649948,28.35,OECD,EU,66580.18815,5814422,H
Denmark ,2020,33981,88435,61,0,66356,197685,231804,618322,25.97,OECD,EU,65204.54935,5831404,H
Denmark ,2021,46092,80948,58,0,65449,229886,235572,658005,27.74,OECD,EU,69715.18097,5856733,H
Denmark ,2022,45107,60253,53,0,79838,209786,247850,642887,26.77,OECD,EU,70233.64026,5903037,H
Greece,2000,378393,71365,13294,0,8236,42261,622970,1136519,87.92,OECD,EU,31386.63978,10805808,H
Greece,2001,389703,70465,7549,0,9476,42239,646507,1165939,90.04,OECD,EU,32675.92908,10862132,H
Greece,2002,375985,75408,10080,0,9187,43253,664064,1177977,90.28,OECD,EU,34081.02885,10902022,H
Greece,2003,372801,84834,17157,0,10711,40788,689056,1215347,93.85,OECD,EU,35970.70165,10928070,H
Greece,2004,381046,93313,16819,0,11792,41326,691970,1236266,93.48,OECD,EU,37811.49131,10955141,H
Greece,2005,374788,98538,18061,0,11854,42485,709701,1255427,95.16,OECD,EU,38146.96282,10987314,H
Greece,2006,352838,115021,21113,0,13977,42574,707599,1253122,94.1,OECD,EU,40483.15681,11020362,H
Greece,2007,369947,140850,9327,0,15027,49422,666055,1250628,97.9,OECD,EU,41796.23375,11048473,H
Greece,2008,348364,146795,11923,0,17806,43945,686326,1255159,94.35,OECD,EU,41709.38761,11077841,H
Greece,2009,352762,124389,19270,0,20087,41300,661046,1218854,90.16,OECD,EU,39886.21346,11107017,H
Greece,2010,329208,135422,26910,0,21117,45033,580030,1137720,83.37,OECD,EU,37566.74829,11121341,H
Greece,2011,330211,166310,14439,0,24910,53875,520592,1110337,82.12,OECD,EU,33906.49157,11104899,H
Greece,2012,340623,153324,15814,0,30699,59068,507929,1107457,76.99,OECD,EU,31250.22678,11045011,H
Greece,2013,292268,135496,22849,0,38851,51035,432007,972506,68.85,OECD,EU,30762.44317,10965211,H
Greece,2014,279973,104012,16120,0,38023,51434,449507,939069,65.73,OECD,EU,31213.37645,10892413,H
Greece,2015,234727,112077,21952,0,41941,58538,469343,938578,64.54,OECD,EU,31347.97649,10820883,H
Greece,2016,182941,146107,19954,0,44167,51387,475477,920033,63.08,OECD,EU,31468.61963,10775971,H
Greece,2017,201662,175999,14265,0,46037,49390,457409,944762,63.11,OECD,EU,31995.41074,10754679,H
Greece,2018,191088,172380,20676,0,48305,50184,433647,916280,61.6,OECD,EU,32722.33104,10732882,H
Greece,2019,133813,187956,14398,0,54501,50884,446709,888261,56.63,OECD,EU,33502.75064,10721582,H
Greece,2020,76657,206346,12037,0,62031,49294,386128,792493,48.03,OECD,EU,30487.11294,10698599,H
Greece,2021,71632,228124,21252,0,69547,50743,396396,837694,49.66,OECD,EU,33531.15511,10569207,H
Greece,2022,66660,184372,13878,0,78595,51859,448983,844347,50.82,OECD,EU,35906.61282,10436882,H
Austria,2000,150743,275682,150609,0,3900,131227,490368,1202529,61.83,OECD,EU,53599.60917,8011566,H
Austria,2001,155947,292168,145638,0,4374,141425,525164,1264716,66.19,OECD,EU,54098.0256,8042293,H
Austria,2002,159451,290861,144817,0,4655,136728,537054,1273566,67.64,OECD,EU,54631.60085,8081957,H
Austria,2003,169568,313997,119573,0,5931,143555,572460,1325084,72.71,OECD,EU,54986.74355,8121423,H
Austria,2004,166885,321557,132343,0,8145,149911,569760,1348601,74.01,OECD,EU,56048.48074,8171966,H
Austria,2005,168443,338533,133542,0,9801,170432,576758,1397509,74.45,OECD,EU,56959.63803,8227829,H
Austria,2006,169260,316945,128361,0,11929,198852,572793,1398140,72.15,OECD,EU,58531.50975,8268641,H
Austria,2007,162129,298651,133396,0,13047,216408,547322,1370953,69.12,OECD,EU,60544.63397,8295487,H
Austria,2008,160441,315876,137986,0,13467,226754,531155,1385679,68.6,OECD,EU,61232.54893,8321496,H
Austria,2009,120100,308582,147226,0,13765,238890,502700,1331263,62.62,OECD,EU,58882.14175,8343323,H
Austria,2010,141643,340091,138108,0,16054,261811,516775,1414482,68.34,OECD,EU,59803.37265,8363404,H
Austria,2011,145753,320982,123253,0,15879,261230,483205,1350302,66.61,OECD,EU,61346.95943,8391643,H
Austria,2012,135890,306749,157851,0,18856,273091,473567,1366004,63.44,OECD,EU,61451.54902,8429991,H
Austria,2013,138877,295609,151260,0,22519,272258,486643,1367166,64.1,OECD,EU,60937.25676,8479823,H
Austria,2014,127686,270778,147626,0,25557,265406,471405,1308458,60.42,OECD,EU,60919.8407,8546356,H
Austria,2015,135625,289238,133764,0,29929,274101,474429,1337086,61.55,OECD,EU,61025.99931,8642699,H
Austria,2016,126207,303239,143896,0,31936,275339,482451,1363068,61.97,OECD,EU,61647.77934,8736668,H
Austria,2017,130157,325583,137857,0,37564,275270,484305,1390736,64.16,OECD,EU,62612.13992,8797566,H
Austria,2018,114641,308256,135496,0,36152,260644,488515,1343704,61.3,OECD,EU,63855.7815,8840521,H
Austria,2019,120792,321403,146973,0,41864,258476,499002,1388510,62.77,OECD,EU,64688.1438,8879920,H
Austria,2020,103477,306427,151192,0,40954,258295,455336,1315681,57.37,OECD,EU,60349.90213,8916864,H
Austria,2021,106996,323717,139504,0,43209,279995,476184,1369605,60.31,OECD,EU,62968.94223,8955797,H
Austria,2022,101584,288460,124939,0,48651,265674,450880,1280188,56.8,OECD,EU,65661.45202,9041851,H
South Korea,2000,1625535,743939,14435,1188698,1824,57758,4146595,7778784,417.46,OECD,Asia Pacific,25111.13771,47008111,UM
South Korea,2001,1727535,743139,14943,1223269,1624,59734,4010377,7780621,428.54,OECD,Asia Pacific,26128.39151,47370164,H
South Korea,2002,1809187,896687,11638,1299305,1540,65695,4081570,8165622,442.87,OECD,Asia Pacific,27984.63948,47644736,H
South Korea,2003,1853041,914596,17647,1414603,1512,75557,4019668,8296624,449.46,OECD,Asia Pacific,28716.1691,47892330,H
South Korea,2004,1956368,1048554,15588,1425981,1774,84092,4033864,8566221,468.32,OECD,Asia Pacific,30089.17132,48082519,H
South Korea,2005,2000773,1144266,13222,1601225,2083,89773,3872379,8723721,466.62,OECD,Asia Pacific,31319.10987,48184561,H
South Korea,2006,2054682,1206674,12484,1622716,2639,101923,3794764,8795882,472.25,OECD,Asia Pacific,32795.15686,48438292,H
South Korea,2007,2195637,1306220,13071,1559312,3328,115010,3954520,9147098,489.69,OECD,Asia Pacific,34522.26826,48683638,H
South Korea,2008,2452799,1273308,11052,1646814,4679,126150,3752269,9267071,500.78,OECD,Asia Pacific,35293.4102,49054708,H
South Korea,2009,2531298,1324030,10126,1612047,7033,128450,3793055,9406039,509.69,OECD,Asia Pacific,35390.56202,49307835,H
South Korea,2010,2862565,1570604,13255,1621047,9054,145770,3982263,10204558,567.38,OECD,Asia Pacific,37610.97291,49554112,H
South Korea,2011,3106017,1782985,16552,1687887,10621,162763,3923498,10690323,596.22,OECD,Asia Pacific,38698.4611,49936638,H
South Korea,2012,2979391,1866748,14288,1639930,12508,180466,4070478,10763809,593.54,OECD,Asia Pacific,39420.41939,50199853,H
South Korea,2013,3036067,1957275,15440,1514007,18546,196943,4043053,10781331,592.32,OECD,Asia Pacific,40483.25341,50428893,H
South Korea,2014,3118847,1786438,9907,1706258,24231,231539,4033379,10910599,577.21,OECD,Asia Pacific,41518.09423,50746659,H
South Korea,2015,3151356,1656386,7725,1797403,31700,243627,4299088,11187285,588.58,OECD,Asia Pacific,42459.90289,51014947,H
South Korea,2016,3164938,1715401,10249,1767218,38382,264735,4596964,11557887,589.76,OECD,Asia Pacific,43538.02127,51217803,H
South Korea,2017,3381721,1829820,10151,1619200,49633,297780,4567622,11755927,608.08,OECD,Asia Pacific,44787.64824,51361911,H
South Korea,2018,3428294,2075874,12093,1456421,60734,291372,4620371,11945159,627.62,OECD,Asia Pacific,45890.43041,51585058,H
South Korea,2019,3202452,2030079,10047,1591741,77627,275358,4372305,11559609,601.81,OECD,Asia Pacific,46757.26145,51764822,H
South Korea,2020,2866075,2031575,13958,1747458,102212,271640,4241494,11274412,558.43,OECD,Asia Pacific,46361.59578,51836239,H
South Korea,2021,2906923,2245578,10996,1723802,126438,264573,4670257,11948567,574.27,OECD,Asia Pacific,48419.64325,51769539,H
South Korea,2022,2856468,2229599,12748,1920589,144346,276095,4269867,11709712,549.31,OECD,Asia Pacific,49777.9293,51672569,H
Germany,2000,3551103,3008348,78235,1850247,38527,329741,5225572,14081773,812.31,OECD,EU,49979.13317,82211508,H
Germany,2001,3621466,3164841,81838,1868781,43891,371785,5349734,14502336,831.48,OECD,EU,50711.68048,82349925,H
Germany,2002,3521974,3163993,83246,1798276,64634,390271,5131399,14153793,817.9,OECD,EU,50510.90595,82488495,H
Germany,2003,3547702,3176748,65955,1800735,80548,481274,5014502,14167464,820.69,OECD,EU,50215.4254,82534176,H
Germany,2004,3580912,3189739,74685,1822527,106628,541945,4967064,14283500,804.62,OECD,EU,50810.14311,82516260,H
Germany,2005,3429022,3256581,70696,1778781,117551,666089,4888683,14207403,786.93,OECD,EU,51289.28004,82469422,H
Germany,2006,3605366,3319974,72111,1824752,135572,831086,4881978,14670839,798.68,OECD,EU,53326.97694,82376451,H
Germany,2007,3605272,3202702,76208,1533098,173090,950867,4377659,13918896,767.02,OECD,EU,54941.60176,82266372,H
Germany,2008,3357860,3230635,73594,1619945,183853,1012342,4627002,14105231,773.89,OECD,EU,55547.31075,82110097,H
Germany,2009,3017068,3045122,68508,1471985,187658,1028933,4329824,13149098,720.18,OECD,EU,52600.23252,81902307,H
Germany,2010,3305373,3177985,75430,1533338,204827,1171020,4383610,13851583,758.85,OECD,EU,54865.43053,81776930,H
Germany,2011,3269956,2913843,63619,1177865,276372,1155786,4236745,13094186,731.24,OECD,EU,57992.36676,80274983,H
Germany,2012,3355786,2923195,78321,1085018,308813,1279287,4221379,13251799,745.14,OECD,EU,58158.13798,80425823,H
Germany,2013,3418076,3060643,82792,1061345,331804,1301521,4319105,13575286,763.65,OECD,EU,58223.64953,80645605,H
Germany,2014,3332761,2653360,70513,1059589,373954,1269087,4228220,12987484,723.11,OECD,EU,59239.34012,80982500,H
Germany,2015,3324712,2727881,68317,1001301,466311,1277310,4238841,13104673,729.68,OECD,EU,59699.33813,81686611,H
Germany,2016,3233590,2944589,73965,923279,463785,1277919,4246510,13163637,734.49,OECD,EU,60578.28708,82348669,H
Germany,2017,2989975,3154363,72539,832625,561307,1290442,4310945,13212196,718.79,OECD,EU,61991.49731,82657002,H
Germany,2018,2914565,3079475,63698,829145,596861,1289055,4104196,12876995,694.54,OECD,EU,62495.49894,82905782,H
Germany,2019,2360782,3166075,71031,818956,657490,1293806,4172327,12540467,645.4,OECD,EU,62970.71609,83092962,H
Germany,2020,1867592,3123350,67395,702349,701427,1316556,3950967,11729636,593.1,OECD,EU,60342.66272,83160871,H
Germany,2021,2255328,3231445,70765,754145,640110,1376022,3815200,12143015,618.13,OECD,EU,62530.76532,83196078,H
Germany,2022,2324142,2795241,63449,378643,718851,1381927,3791774,11454027,612,OECD,EU,62931.96842,83797985,H
Italy ,2000,525829,2425843,159118,0,180843,94266,3636367,7022266,420.44,OECD,EU,50353.42006,56942108,H
Italy ,2001,559363,2432497,168516,0,176162,100564,3594782,7031884,420.18,OECD,EU,51334.88618,56974100,H
Italy ,2002,574844,2416040,142269,0,182639,143374,3615246,7074412,427.18,OECD,EU,51396.85886,57059007,H
Italy ,2003,622825,2663682,132011,0,207375,221036,3573534,7420463,445.26,OECD,EU,51202.95795,57313203,H
Italy ,2004,694830,2764082,152416,0,212185,205620,3463308,7492441,454.99,OECD,EU,51622.52516,57685327,H
Italy ,2005,689520,2958026,129840,0,210290,278658,3359809,7626143,456.43,OECD,EU,51761.12635,57969484,H
Italy ,2006,698080,2896922,133179,0,220179,320402,3301240,7570002,449.18,OECD,EU,52534.42259,58143979,H
Italy ,2007,683614,2911118,118134,0,226253,399676,3201530,7540325,441.46,OECD,EU,53034.16469,58438310,H
Italy ,2008,661446,2910638,149842,0,228641,478098,3032695,7461360,428.85,OECD,EU,52144.96065,58826731,H
Italy ,2009,517837,2675445,176894,0,230768,506271,2832578,6939793,383.72,OECD,EU,49154.1264,59095365,H
Italy ,2010,572498,2849396,184020,0,245283,529697,2734149,7115043,391.99,OECD,EU,49752.47513,59277417,H
Italy ,2011,641898,2671770,164961,0,290198,472675,2626399,6867901,384.11,OECD,EU,50012.40078,59379449,H
Italy ,2012,657941,2568836,150749,0,330222,566439,2325637,6599824,366.68,OECD,EU,48318.97857,59539717,H
Italy ,2013,566736,2402667,189984,0,348410,613336,2233047,6354180,337.58,OECD,EU,46893.74798,60233948,H
Italy ,2014,546729,2122962,210763,0,361639,586085,2159384,5987562,319.16,OECD,EU,46464.81892,60789140,H
Italy ,2015,514952,2315363,163934,0,372982,611016,2242298,6220545,329.66,OECD,EU,46921.54216,60730582,H
Italy ,2016,459643,2431675,152754,0,384867,601232,2157642,6187813,325.66,OECD,EU,47582.3624,60627498,H
Italy ,2017,391213,2576934,130315,0,390683,622203,2177158,6288506,321.48,OECD,EU,48417.94606,60536709,H
Italy ,2018,358084,2491706,175631,0,381397,607678,2131662,6146158,317.13,OECD,EU,48911.06527,60421760,H
Italy ,2019,271330,2551815,166746,0,393470,620293,2095941,6099595,309.31,OECD,EU,49690.62986,59729081,H
Italy ,2020,213368,2440310,171186,0,390925,612685,1811950,5640424,274.23,OECD,EU,45505.06889,59438851,H
Italy ,2021,231992,2613837,163397,0,395668,647819,2059675,6112388,306.76,OECD,EU,49825.39341,59133173,H
Italy ,2022,310216,2348959,102231,0,402904,607139,2032380,5803829,310.29,OECD,EU,52253.7379,59013667,H
Hungary,2000,161111,404308,640,155296,3599,31736,277623,1034313,53.28,OECD,EU,22142.33427,10210971,UM
Hungary,2001,151865,448433,669,154731,3663,33322,267743,1060426,54.92,OECD,EU,23097.35226,10187576,UM
Hungary,2002,151671,452616,698,152817,3673,33352,261825,1056652,54.17,OECD,EU,24261.45046,10158608,UM
Hungary,2003,156945,497645,615,120793,3700,34417,255301,1069416,56.77,OECD,EU,25322.3504,10129552,UM
Hungary,2004,141478,490367,737,130614,3697,36464,261356,1064713,55.06,OECD,EU,26648.58316,10107146,UM
Hungary,2005,127111,506349,727,151585,3744,68886,293669,1152071,54.72,OECD,EU,27848.27659,10087065,UM
Hungary,2006,128629,479672,669,147441,3837,69975,307827,1138050,54.16,OECD,EU,28992.29887,10071370,UM
Hungary,2007,130987,448190,755,160652,4101,77093,304756,1126534,52.52,OECD,EU,29117.78856,10055780,H
Hungary,2008,127557,442160,766,162204,4898,80616,292792,1110993,51.75,OECD,EU,29461.65601,10038188,H
Hungary,2009,107297,383171,820,168792,5413,103295,280916,1049704,46.87,OECD,EU,27560.47563,10022650,H
Hungary,2010,113872,410955,676,172440,6280,113009,274131,1091363,47.15,OECD,EU,27920.12847,10000023,H
Hungary,2011,113079,391630,799,171617,6906,117345,260497,1061873,46.34,OECD,EU,28522.05772,9971727,H
Hungary,2012,108383,350726,766,172815,7647,118946,246321,1005604,42.75,OECD,EU,28311.30084,9920362,UM
Hungary,2013,94293,322553,766,168177,8842,125227,237762,957620,40.25,OECD,EU,28901.0934,9893082,UM
Hungary,2014,92427,292306,1083,171494,8746,116139,267334,949529,40.06,OECD,EU,30205.50603,9866468,H
Hungary,2015,98606,313585,842,173336,9781,123244,286052,1005446,42.71,OECD,EU,31399.91711,9843028,H
Hungary,2016,91721,336104,932,175783,11436,122668,283361,1022005,43.54,OECD,EU,32185.87379,9814023,H
Hungary,2017,93750,357629,792,176251,12951,120193,306871,1068437,45.68,OECD,EU,33650.19049,9787966,H
Hungary,2018,88703,346407,799,172252,14123,113167,325984,1061435,45.53,OECD,EU,35499.61128,9775564,H
Hungary,2019,77062,354383,788,178272,18653,110999,330463,1070620,45.46,OECD,EU,37243.24339,9771141,H
Hungary,2020,70476,366947,878,175649,21252,113239,308034,1056475,43.75,OECD,EU,35648.70843,9750149,H
Hungary,2021,57543,389174,763,174824,26787,120693,333782,1103566,45.04,OECD,EU,38324.18149,9709891,H
Hungary,2022,52302,330875,640,172872,29988,117759,326602,1031038,42.54,OECD,EU,40353.00234,9644377,H
Norway,2000,44003,173524,510544,0,111,57169,377841,1163192,31.87,OECD,EEA,77587.2073,4490967,H
Norway,2001,39533,257976,433666,0,97,51202,328810,1111284,32.92,OECD,EEA,78791.30457,4513751,H
Norway,2002,34043,179630,465739,0,269,53612,345889,1079182,32.54,OECD,EEA,79447.09147,4538159,H
Norway,2003,33020,217298,379728,0,784,56783,417515,1105128,35.11,OECD,EEA,79728.785,4564855,H
Norway,2004,38821,169271,391611,0,907,54503,500656,1155769,35.63,OECD,EEA,82440.95588,4591910,H
Norway,2005,32485,170461,488476,0,1796,57655,514478,1265351,34.55,OECD,EEA,84079.99623,4623291,H
Norway,2006,29869,168436,429728,0,2289,56887,541318,1228527,35.52,OECD,EEA,85458.5467,4660677,H
Norway,2007,33698,203789,481161,0,3211,56645,412006,1190510,36.09,OECD,EEA,87043.49792,4709153,H
Norway,2008,35978,232549,500558,0,3286,61064,494480,1327915,37.17,OECD,EEA,86379.66246,4768212,H
Norway,2009,23496,226627,451018,0,3517,59962,519664,1284284,37.03,OECD,EEA,83642.06958,4828726,H
Norway,2010,31951,267296,420260,0,3164,72547,496822,1292040,39.59,OECD,EEA,83256.78807,4889252,H
Norway,2011,35427,211859,433004,0,4618,74147,391583,1150638,38.53,OECD,EEA,83092.43421,4953088,H
Norway,2012,34183,229738,510206,0,5572,72905,430093,1282697,38.26,OECD,EEA,84237.14957,5018573,H
Norway,2013,32455,235370,461296,0,6771,68565,495867,1300324,38.81,OECD,EEA,84070.45838,5079623,H
Norway,2014,35588,239777,487692,0,7981,58559,410676,1240273,38.94,OECD,EEA,84830.25579,5137232,H
Norway,2015,34369,259518,494287,0,9054,63684,258048,1118960,39.79,OECD,EEA,85550.29425,5188607,H
Norway,2016,31720,233202,514105,0,7617,69243,375176,1231063,39.05,OECD,EEA,85787.61743,5234519,H
Norway,2017,35491,208579,512517,0,10274,79678,456701,1303240,38.9,OECD,EEA,87194.11155,5276968,H
Norway,2018,34466,230721,500332,0,13965,77908,406313,1263705,38.5,OECD,EEA,87338.4441,5311916,H
Norway,2019,33543,208554,451041,0,19934,83793,367205,1164070,37.44,OECD,EEA,87725.72833,5347896,H
Norway,2020,34487,190203,510497,0,35981,81558,375503,1228229,36.01,OECD,EEA,86096.05089,5379475,H
Norway,2021,35173,209955,518274,0,42764,89713,362626,1258505,36.19,OECD,EEA,88984.13867,5408320,H
Norway,2022,33889,167177,461663,0,53937,88447,291221,1096334,35.6,OECD,EEA,90838.90796,5457127,H
Canada,2000,1327108,3109048,1290632,794170,1065,521282,3646619,10689924,503.64,OECD,North America,48345.35181,30685730,H
Canada,2001,1306647,3009432,1199948,836672,1328,479849,3656719,10490595,496.34,OECD,North America,48719.79596,31020855,H
Canada,2002,1256785,3070958,1261994,823919,1584,514717,3564459,10494416,514.63,OECD,North America,49639.60858,31359199,H
Canada,2003,1242598,3338065,1214802,817003,3092,522656,3879835,11018051,534.43,OECD,North America,50083.8923,31642461,H
Canada,2004,1197657,3266767,1227005,986040,3549,572840,3971368,11225226,519.65,OECD,North America,51153.59189,31938807,H
Canada,2005,1259237,3384060,1302912,1004072,5745,547871,3873449,11377346,532.85,OECD,North America,52298.19268,32242732,H
Canada,2006,1265826,3327969,1270267,1068698,8978,525500,4084499,11551737,523.57,OECD,North America,53136.48121,32571193,H
Canada,2007,1271337,3346892,1323302,1019803,10918,546684,4090580,11609516,552.57,OECD,North America,53701.93034,32888886,H
Canada,2008,1151506,3293755,1358819,1047490,13712,509399,4004893,11379574,534.34,OECD,North America,53651.80346,33247298,H
Canada,2009,918545,3277395,1327143,982810,24260,497935,3922099,10950187,507.61,OECD,North America,51494.95368,33630069,H
Canada,2010,966974,3291767,1264860,988996,33942,491139,3952265,10989943,521.29,OECD,North America,52499.85066,34005902,H
Canada,2011,872131,3518375,1352469,1020970,40552,504335,3908877,11217709,532.58,OECD,North America,53621.28796,34339221,H
Canada,2012,816052,3513419,1368824,1034858,45473,506997,3974367,11259990,529.84,OECD,North America,53974.56753,34713395,H
Canada,2013,805621,3620358,1410300,1128425,71729,545938,3858642,11441013,538.3,OECD,North America,54651.18738,35080992,H
Canada,2014,855380,3642721,1376866,1170327,90380,554008,4005048,11694730,543.29,OECD,North America,55661.36512,35434066,H
Canada,2015,773528,3542901,1375758,1110643,109104,528259,4257807,11698000,537.66,OECD,North America,55598.81891,35704498,H
Canada,2016,733016,4335976,1387418,1106498,123994,536091,4005769,12228762,536.56,OECD,North America,55544.1673,36110803,H
Canada,2017,753908,4659141,1420372,1105079,127166,564855,4088124,12718645,546.64,OECD,North America,56549.21927,36545075,H
Canada,2018,597687,4888854,1389081,1098883,134934,560177,4166927,12836543,557.58,OECD,North America,57273.57325,37072620,H
Canada,2019,517685,4923069,1374235,1103967,133663,540865,4359633,12953117,552.86,OECD,North America,57519.6535,37618495,H
Canada,2020,409366,4704098,1391421,1071218,145180,487401,3917287,12125971,502.24,OECD,North America,54032.57832,38028638,H
Canada,2021,468813,4847432,1381867,1010498,149476,508088,3975092,12341266,508.73,OECD,North America,56575.01757,38239864,H
Canada,2022,316110,5140101,1431417,951698,154721,519084,4113452,12626583,523.33,OECD,North America,57681.43859,38939056,H
New Zeland,2000,46309,211796,87957,0,84298,45250,238974,714584,28.92,OECD,Asia Pacific,35867.45486,3857700,H
New Zeland,2001,58580,222762,78044,0,78207,44585,232948,715126,31.08,OECD,Asia Pacific,36873.13289,3880500,H
New Zeland,2002,47613,211763,89533,0,76626,47325,241014,713874,30.98,OECD,Asia Pacific,37946.3216,3948500,H
